idDataDetail,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year,idLoad,idUser
28600,REAL MADRID,REAL SOCIEDAD,1-1,0-0,5.6,6.0,6.0,59,41,9.0,3.0,20.0,8.0,13.0,21.0,89.0,15.0,9.0,6.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,4.0,14.0,83.0,17.0,32.0,10.0,1.0,0.0,0.0,1,1,1,1,2020,64,5
28601,VALENCIA,VILLARREAL,2-1,0-1,7.2,5.0,5.0,53,47,16.0,4.0,25.0,5.0,5.0,24.0,85.0,16.0,5.0,12.0,4.0,0.0,0.0,4.0,5.0,10.0,1.0,3.0,13.0,82.0,16.0,17.0,10.0,3.0,0.0,0.0,2,1,1,2,2020,64,5
28602,VALLADOLID,GETAFE,2-1,2-1,4.8,6.0,5.0,51,49,1.0,3.0,4.0,0.0,1.0,31.0,60.0,35.0,32.0,16.0,2.0,0.0,0.0,6.0,2.0,9.0,1.0,6.0,33.0,56.0,34.0,5.0,19.0,2.0,0.0,1.0,2,1,1,2,2020,64,5
28603,ELCHE,SEVILLA FC,2-1,0-0,6.0,6.0,5.0,37,63,1.0,3.0,6.0,2.0,6.0,14.0,78.0,15.0,10.0,16.0,4.0,0.0,0.0,6.0,3.0,11.0,2.0,3.0,14.0,87.0,11.0,20.0,11.0,0.0,0.0,0.0,2,1,1,2,2020,64,5
28604,CÁDIZ CF,EIBAR,1-0,1-0,3.2,6.0,4.0,32,68,4.0,2.0,6.0,0.0,0.0,26.0,56.0,28.0,30.0,7.0,2.0,0.0,0.0,10.0,1.0,16.0,5.0,12.0,30.0,77.0,27.0,9.0,11.0,2.0,0.0,0.0,1,0,0,1,2020,64,5
28605,OSASUNA,BARCELONA,0-2,0-1,4.6,5.0,7.0,37,63,4.0,3.0,10.0,3.0,3.0,19.0,80.0,11.0,13.0,4.0,0.0,0.0,0.0,2.0,6.0,13.0,5.0,4.0,15.0,89.0,9.0,18.0,12.0,2.0,0.0,0.0,0,2,2,0,2020,64,5
28606,HUESCA,CELTA,3-4,2-2,9.8,5.0,6.0,50,50,10.0,7.0,19.0,2.0,6.0,26.0,75.0,23.0,4.0,12.0,0.0,0.0,0.0,1.0,7.0,10.0,2.0,3.0,12.0,78.0,14.0,25.0,21.0,2.0,0.0,0.0,3,4,4,3,2020,64,5
28607,ATLETICO MADRID,REAL MADRID,1-1,1-0,5.6,5.0,6.0,39,61,3.0,5.0,11.0,3.0,1.0,14.0,83.0,8.0,23.0,19.0,5.0,0.0,0.0,8.0,8.0,18.0,2.0,6.0,20.0,88.0,9.0,10.0,9.0,1.0,0.0,0.0,1,1,1,1,2020,64,5
28608,REAL SOCIEDAD,LEVANTE,1-0,1-0,4.6,7.0,4.0,52,48,13.0,8.0,25.0,4.0,7.0,34.0,80.0,24.0,11.0,13.0,0.0,0.0,0.0,3.0,1.0,6.0,2.0,5.0,13.0,77.0,16.0,18.0,14.0,2.0,0.0,0.0,1,0,0,1,2020,64,5
28609,ATHLETIC,GRANADA,2-1,1-0,6.1,6.0,5.0,49,51,0.0,5.0,7.0,2.0,6.0,20.0,73.0,17.0,21.0,10.0,2.0,0.0,0.0,5.0,3.0,13.0,5.0,9.0,20.0,78.0,26.0,23.0,10.0,1.0,0.0,0.0,2,1,1,2,2020,64,5
28610,REAL BETIS,ALAVÉS,3-2,0-2,8.5,7.0,4.0,77,23,5.0,8.0,23.0,10.0,12.0,15.0,89.0,15.0,6.0,13.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,17.0,63.0,25.0,27.0,11.0,3.0,0.0,0.0,3,2,2,3,2020,64,5
28611,LEVANTE,VALENCIA,1-0,1-0,3.4,6.0,5.0,44,56,6.0,3.0,11.0,2.0,3.0,17.0,77.0,11.0,9.0,17.0,3.0,0.0,0.0,3.0,2.0,11.0,6.0,3.0,24.0,82.0,12.0,5.0,13.0,4.0,0.0,0.0,1,0,0,1,2020,64,5
28612,ALAVÉS,CÁDIZ CF,1-1,1-0,3.9,5.0,6.0,51,49,6.0,3.0,9.0,1.0,2.0,33.0,71.0,35.0,14.0,22.0,2.0,1.0,0.0,7.0,1.0,9.0,1.0,5.0,23.0,69.0,22.0,12.0,6.0,3.0,0.0,0.0,1,1,1,1,2020,64,5
28613,REAL MADRID,ELCHE,2-1,0-0,5.4,6.0,5.0,65,35,10.0,4.0,17.0,3.0,6.0,22.0,87.0,16.0,13.0,11.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,23.0,76.0,11.0,22.0,16.0,1.0,0.0,0.0,2,1,1,2,2020,64,5
28614,OSASUNA,VALLADOLID,0-0,0-0,2.2,6.0,6.0,53,47,8.0,2.0,14.0,4.0,7.0,24.0,68.0,42.0,18.0,12.0,2.0,0.0,0.0,6.0,2.0,12.0,4.0,3.0,28.0,67.0,25.0,20.0,9.0,3.0,0.0,0.0,0,0,0,0,2020,64,5
28615,GETAFE,ATLETICO MADRID,0-0,0-0,3.5,5.0,6.0,27,73,8.0,2.0,11.0,1.0,3.0,14.0,54.0,19.0,24.0,9.0,1.0,0.0,1.0,6.0,7.0,15.0,2.0,11.0,25.0,85.0,20.0,21.0,17.0,5.0,0.0,0.0,0,0,0,0,2020,64,5
28616,CELTA,ATHLETIC,0-0,0-0,2.0,6.0,6.0,66,34,5.0,3.0,13.0,5.0,1.0,27.0,86.0,15.0,14.0,20.0,3.0,0.0,0.0,4.0,1.0,6.0,1.0,3.0,26.0,72.0,16.0,16.0,13.0,1.0,0.0,0.0,0,0,0,0,2020,64,5
28617,GRANADA,REAL SOCIEDAD,1-0,0-0,2.6,6.0,5.0,32,68,5.0,2.0,7.0,0.0,4.0,25.0,65.0,25.0,19.0,23.0,2.0,0.0,0.0,3.0,1.0,7.0,3.0,6.0,29.0,82.0,20.0,12.0,16.0,3.0,0.0,0.0,1,0,0,1,2020,64,5
28618,EIBAR,VILLARREAL,1-3,0-2,7.6,4.0,7.0,60,40,5.0,7.0,16.0,4.0,7.0,23.0,84.0,18.0,14.0,12.0,2.0,0.0,0.0,3.0,8.0,13.0,2.0,2.0,19.0,72.0,16.0,35.0,9.0,2.0,0.0,1.0,1,3,3,1,2020,64,5
28619,SEVILLA FC,REAL BETIS,1-0,1-0,3.3,6.0,5.0,53,47,4.0,3.0,9.0,2.0,3.0,18.0,84.0,21.0,28.0,12.0,3.0,0.0,0.0,5.0,3.0,13.0,5.0,6.0,23.0,80.0,15.0,1.0,14.0,5.0,0.0,0.0,1,0,0,1,2020,64,5
28620,BARCELONA,HUESCA,4-1,2-1,6.6,7.0,5.0,69,31,4.0,5.0,12.0,3.0,7.0,13.0,93.0,5.0,9.0,8.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,3.0,13.0,84.0,6.0,18.0,13.0,2.0,0.0,0.0,4,1,1,4,2020,64,5
28621,REAL BETIS,LEVANTE,2-0,0-0,4.1,7.0,5.0,56,44,6.0,6.0,15.0,3.0,4.0,16.0,84.0,4.0,10.0,14.0,2.0,0.0,0.0,4.0,1.0,7.0,2.0,1.0,22.0,77.0,9.0,9.0,10.0,0.0,0.0,0.0,2,0,0,2,2020,64,5
28622,ATHLETIC,EIBAR,1-1,1-1,4.1,6.0,6.0,55,45,8.0,4.0,18.0,6.0,10.0,34.0,78.0,22.0,9.0,5.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,20.0,75.0,30.0,22.0,15.0,1.0,0.0,0.0,1,1,1,1,2020,64,5
28623,CELTA,REAL MADRID,1-3,1-2,6.4,5.0,7.0,51,49,2.0,3.0,8.0,3.0,1.0,17.0,84.0,9.0,15.0,23.0,3.0,0.0,0.0,4.0,4.0,16.0,8.0,7.0,20.0,84.0,6.0,16.0,13.0,4.0,0.0,0.0,1,3,3,1,2020,64,5
28624,HUESCA,OSASUNA,0-0,0-0,2.6,6.0,6.0,56,44,7.0,3.0,15.0,5.0,5.0,29.0,75.0,22.0,14.0,9.0,1.0,0.0,0.0,3.0,2.0,7.0,2.0,1.0,23.0,69.0,23.0,35.0,13.0,2.0,0.0,0.0,0,0,0,0,2020,64,5
28625,VALLADOLID,SEVILLA FC,1-1,1-0,4.9,6.0,6.0,31,69,1.0,2.0,3.0,0.0,2.0,11.0,72.0,16.0,24.0,17.0,3.0,0.0,0.0,4.0,4.0,11.0,3.0,8.0,23.0,88.0,13.0,12.0,10.0,1.0,0.0,0.0,1,1,1,1,2020,64,5
28626,GETAFE,ELCHE,1-1,0-1,4.5,5.0,5.0,48,52,4.0,5.0,12.0,3.0,4.0,25.0,58.0,35.0,27.0,17.0,3.0,0.0,0.0,3.0,2.0,6.0,1.0,8.0,25.0,60.0,32.0,27.0,21.0,7.0,0.0,0.0,1,1,1,1,2020,64,5
28627,VILLARREAL,CÁDIZ CF,2-1,1-0,5.7,6.0,5.0,58,42,3.0,4.0,13.0,6.0,5.0,15.0,87.0,20.0,25.0,14.0,3.0,0.0,0.0,5.0,3.0,9.0,1.0,6.0,25.0,80.0,10.0,26.0,6.0,3.0,0.0,0.0,2,1,1,2,2020,64,5
28628,VALENCIA,GRANADA,2-1,1-0,6.3,7.0,5.0,49,51,5.0,9.0,18.0,4.0,3.0,18.0,78.0,15.0,20.0,11.0,0.0,0.0,0.0,8.0,3.0,15.0,4.0,4.0,22.0,77.0,17.0,14.0,11.0,3.0,0.0,0.0,2,1,1,2,2020,64,5
28629,ATLETICO MADRID,ALAVÉS,1-0,0-0,3.8,6.0,5.0,62,38,4.0,4.0,8.0,0.0,5.0,19.0,82.0,13.0,14.0,17.0,3.0,0.0,0.0,2.0,3.0,9.0,4.0,5.0,15.0,69.0,16.0,23.0,12.0,2.0,0.0,0.0,1,0,0,1,2020,64,5
28630,REAL SOCIEDAD,BARCELONA,1-6,0-2,7.2,4.0,8.0,31,69,1.0,5.0,10.0,4.0,1.0,12.0,80.0,6.0,11.0,11.0,3.0,0.0,0.0,0.0,10.0,14.0,4.0,1.0,22.0,90.0,6.0,4.0,12.0,2.0,0.0,0.0,1,6,6,1,2020,64,5
28631,LEVANTE,HUESCA,0-2,0-1,3.9,5.0,7.0,62,38,7.0,3.0,13.0,3.0,8.0,28.0,85.0,12.0,5.0,15.0,2.0,0.0,0.0,4.0,2.0,6.0,0.0,2.0,23.0,73.0,14.0,20.0,7.0,2.0,0.0,0.0,0,2,2,0,2020,64,5
28632,GRANADA,VILLARREAL,0-3,0-2,5.0,4.0,7.0,44,56,3.0,2.0,6.0,1.0,3.0,30.0,77.0,12.0,10.0,14.0,2.0,0.0,0.0,5.0,6.0,15.0,4.0,5.0,24.0,83.0,13.0,15.0,14.0,2.0,0.0,0.0,0,3,3,0,2020,64,5
28633,REAL MADRID,EIBAR,2-0,1-0,5.3,7.0,5.0,64,36,6.0,8.0,21.0,7.0,5.0,23.0,88.0,20.0,24.0,6.0,0.0,0.0,0.0,6.0,4.0,10.0,1.0,9.0,22.0,75.0,13.0,9.0,8.0,2.0,0.0,0.0,2,0,0,2,2020,64,5
28634,OSASUNA,GETAFE,0-0,0-0,1.7,5.0,6.0,58,42,2.0,1.0,4.0,1.0,2.0,23.0,67.0,52.0,33.0,23.0,2.0,0.0,0.0,3.0,2.0,6.0,1.0,4.0,26.0,50.0,36.0,22.0,18.0,3.0,0.0,0.0,0,0,0,0,2020,64,5
28635,ALAVÉS,CELTA,1-3,0-3,7.3,4.0,6.0,54,46,3.0,7.0,17.0,7.0,6.0,28.0,77.0,31.0,5.0,9.0,4.0,0.0,0.0,1.0,6.0,8.0,1.0,2.0,16.0,71.0,16.0,24.0,21.0,4.0,1.0,0.0,1,3,3,1,2020,64,5
28636,ELCHE,REAL BETIS,1-1,1-1,4.3,6.0,6.0,47,53,1.0,3.0,7.0,4.0,7.0,18.0,81.0,7.0,9.0,9.0,1.0,0.0,0.0,7.0,3.0,13.0,3.0,2.0,18.0,85.0,14.0,17.0,15.0,4.0,0.0,0.0,1,1,1,1,2020,64,5
28637,CÁDIZ CF,VALENCIA,2-1,1-1,6.2,6.0,6.0,33,67,4.0,2.0,6.0,1.0,4.0,23.0,66.0,17.0,15.0,10.0,2.0,0.0,0.0,4.0,6.0,11.0,1.0,13.0,16.0,85.0,10.0,20.0,7.0,2.0,0.0,0.0,2,1,1,2,2020,64,5
28638,SEVILLA FC,ATLETICO MADRID,1-0,0-0,4.4,6.0,5.0,56,44,8.0,5.0,18.0,5.0,3.0,27.0,85.0,15.0,25.0,13.0,2.0,0.0,0.0,2.0,4.0,9.0,3.0,2.0,18.0,79.0,17.0,17.0,11.0,4.0,0.0,0.0,1,0,0,1,2020,64,5
28639,BARCELONA,VALLADOLID,1-0,0-0,5.4,7.0,5.0,68,32,8.0,10.0,25.0,7.0,4.0,19.0,90.0,13.0,10.0,12.0,3.0,0.0,0.0,5.0,2.0,7.0,0.0,1.0,12.0,75.0,15.0,19.0,13.0,3.0,0.0,1.0,1,0,0,1,2020,64,5
28640,REAL SOCIEDAD,ATHLETIC,1-1,0-0,4.5,6.0,6.0,51,49,10.0,2.0,12.0,0.0,3.0,23.0,81.0,19.0,17.0,18.0,3.0,0.0,0.0,7.0,2.0,11.0,2.0,6.0,18.0,78.0,14.0,8.0,7.0,1.0,0.0,0.0,1,1,1,1,2020,64,5
28641,HUESCA,ELCHE,3-1,2-1,5.7,6.0,5.0,33,67,1.0,5.0,8.0,2.0,6.0,21.0,73.0,11.0,21.0,17.0,2.0,0.0,0.0,3.0,2.0,8.0,3.0,6.0,24.0,89.0,13.0,16.0,13.0,2.0,0.0,0.0,3,1,1,3,2020,64,5
28642,GETAFE,CÁDIZ CF,0-1,0-0,3.7,4.0,6.0,58,42,9.0,4.0,19.0,6.0,10.0,28.0,69.0,35.0,20.0,10.0,3.0,0.0,0.0,4.0,3.0,8.0,1.0,4.0,28.0,58.0,49.0,39.0,13.0,2.0,0.0,0.0,0,1,1,0,2020,64,5
28643,ATHLETIC,ALAVÉS,0-0,0-0,2.5,6.0,6.0,44,56,5.0,4.0,11.0,2.0,6.0,28.0,76.0,12.0,15.0,13.0,2.0,0.0,0.0,5.0,1.0,9.0,4.0,6.0,25.0,80.0,20.0,14.0,15.0,2.0,0.0,0.0,0,0,0,0,2020,64,5
28644,EIBAR,LEVANTE,0-1,0-1,2.9,5.0,6.0,53,47,4.0,4.0,10.0,2.0,6.0,20.0,73.0,27.0,8.0,9.0,3.0,0.0,0.0,3.0,1.0,6.0,2.0,3.0,30.0,72.0,19.0,25.0,7.0,2.0,0.0,0.0,0,1,1,0,2020,64,5
28645,REAL MADRID,BARCELONA,2-1,2-0,7.3,6.0,5.0,31,69,6.0,3.0,14.0,5.0,5.0,14.0,78.0,7.0,19.0,16.0,2.0,1.0,0.0,7.0,4.0,18.0,7.0,6.0,26.0,90.0,9.0,11.0,10.0,4.0,0.0,0.0,2,1,1,2,2020,64,5
28646,VILLARREAL,OSASUNA,1-2,0-0,5.5,5.0,6.0,68,32,6.0,6.0,15.0,3.0,6.0,31.0,83.0,18.0,16.0,6.0,0.0,0.0,0.0,3.0,4.0,12.0,5.0,5.0,17.0,67.0,27.0,30.0,12.0,0.0,0.0,0.0,1,2,2,1,2020,64,5
28647,VALENCIA,REAL SOCIEDAD,2-2,0-2,7.1,5.0,5.0,41,59,5.0,2.0,9.0,2.0,4.0,11.0,75.0,27.0,16.0,11.0,5.0,1.0,0.0,6.0,5.0,16.0,5.0,5.0,13.0,80.0,17.0,9.0,17.0,4.0,0.0,0.0,2,2,2,2,2020,64,5
28648,VALLADOLID,GRANADA,1-2,1-0,6.0,5.0,6.0,54,46,3.0,3.0,7.0,1.0,2.0,19.0,79.0,20.0,19.0,14.0,4.0,0.0,0.0,5.0,6.0,12.0,1.0,4.0,21.0,74.0,24.0,14.0,15.0,2.0,0.0,0.0,1,2,2,1,2020,64,5
28649,REAL BETIS,ATLETICO MADRID,1-1,1-1,4.5,6.0,6.0,54,46,1.0,4.0,8.0,3.0,5.0,16.0,86.0,21.0,34.0,12.0,0.0,0.0,0.0,4.0,4.0,10.0,2.0,5.0,27.0,83.0,15.0,11.0,13.0,0.0,0.0,0.0,1,1,1,1,2020,64,5
28650,CELTA,SEVILLA FC,3-4,3-2,9.0,5.0,6.0,42,58,3.0,5.0,12.0,4.0,5.0,15.0,77.0,10.0,19.0,18.0,3.0,0.0,0.0,5.0,6.0,13.0,2.0,2.0,28.0,85.0,18.0,17.0,15.0,2.0,0.0,0.0,3,4,4,3,2020,64,5
28651,LEVANTE,SEVILLA FC,0-1,0-0,3.2,5.0,7.0,43,57,2.0,1.0,6.0,3.0,2.0,23.0,78.0,13.0,12.0,15.0,4.0,0.0,0.0,4.0,3.0,10.0,3.0,3.0,29.0,86.0,15.0,16.0,13.0,1.0,0.0,0.0,0,1,1,0,2020,64,5
28652,OSASUNA,VALENCIA,3-1,2-1,7.2,6.0,4.0,44,56,6.0,9.0,18.0,3.0,5.0,20.0,75.0,12.0,14.0,17.0,1.0,0.0,0.0,5.0,5.0,10.0,0.0,6.0,21.0,80.0,15.0,16.0,11.0,2.0,0.0,0.0,3,1,1,3,2020,64,5
28653,REAL BETIS,ATHLETIC,0-0,0-0,3.3,5.0,6.0,40,60,3.0,2.0,6.0,1.0,5.0,17.0,79.0,10.0,27.0,10.0,3.0,0.0,1.0,8.0,4.0,16.0,4.0,4.0,17.0,87.0,15.0,13.0,16.0,2.0,0.0,0.0,0,0,0,0,2020,64,5
28654,ELCHE,VALLADOLID,1-1,1-0,5.1,6.0,5.0,45,55,3.0,3.0,9.0,3.0,4.0,24.0,79.0,18.0,24.0,23.0,5.0,0.0,0.0,4.0,4.0,12.0,4.0,6.0,24.0,78.0,20.0,16.0,11.0,3.0,0.0,0.0,1,1,1,1,2020,64,5
28655,ALAVÉS,VILLARREAL,2-1,1-0,5.7,6.0,6.0,33,67,5.0,4.0,9.0,0.0,3.0,20.0,74.0,15.0,23.0,8.0,2.0,0.0,0.0,2.0,5.0,10.0,3.0,8.0,25.0,88.0,8.0,11.0,11.0,1.0,0.0,0.0,2,1,1,2,2020,64,5
28656,CÁDIZ CF,REAL MADRID,0-3,0-3,5.3,4.0,7.0,38,62,8.0,3.0,14.0,3.0,7.0,12.0,78.0,16.0,9.0,13.0,4.0,0.0,0.0,8.0,4.0,14.0,2.0,3.0,14.0,87.0,15.0,17.0,21.0,3.0,0.0,0.0,0,3,3,0,2020,64,5
28657,ATLETICO MADRID,HUESCA,2-0,1-0,5.1,7.0,5.0,53,47,3.0,12.0,17.0,2.0,8.0,18.0,89.0,11.0,12.0,9.0,2.0,0.0,0.0,3.0,2.0,5.0,0.0,1.0,13.0,89.0,9.0,15.0,11.0,0.0,0.0,0.0,2,0,0,2,2020,64,5
28658,REAL SOCIEDAD,CELTA,2-1,2-1,5.5,5.0,5.0,41,59,2.0,3.0,7.0,2.0,2.0,21.0,72.0,23.0,20.0,17.0,4.0,0.0,0.0,5.0,3.0,10.0,2.0,4.0,21.0,78.0,29.0,8.0,17.0,5.0,0.0,0.0,2,1,1,2,2020,64,5
28659,GRANADA,EIBAR,4-1,2-0,5.6,7.0,4.0,33,67,4.0,4.0,8.0,0.0,4.0,37.0,65.0,18.0,30.0,13.0,1.0,0.0,0.0,11.0,3.0,16.0,2.0,7.0,20.0,82.0,18.0,13.0,10.0,1.0,0.0,0.0,4,1,1,4,2020,64,5
28660,BARCELONA,GETAFE,5-2,3-1,7.9,7.0,4.0,80,20,3.0,6.0,9.0,0.0,3.0,24.0,91.0,20.0,11.0,8.0,2.0,0.0,0.0,4.0,1.0,5.0,0.0,1.0,9.0,66.0,14.0,14.0,15.0,0.0,0.0,0.0,5,2,2,5,2020,64,5
28661,ELCHE,LEVANTE,1-0,1-0,3.2,7.0,5.0,34,66,4.0,3.0,8.0,1.0,4.0,11.0,77.0,6.0,16.0,10.0,3.0,0.0,0.0,4.0,1.0,6.0,1.0,2.0,19.0,86.0,5.0,17.0,14.0,4.0,0.0,0.0,1,0,0,1,2020,64,5
28662,VALLADOLID,CÁDIZ CF,1-1,1-0,4.4,6.0,6.0,61,39,5.0,6.0,13.0,2.0,5.0,18.0,79.0,17.0,22.0,11.0,1.0,0.0,0.0,3.0,2.0,6.0,1.0,7.0,29.0,72.0,22.0,13.0,20.0,3.0,0.0,0.0,1,1,1,1,2020,64,5
28663,VALENCIA,ALAVÉS,1-1,0-0,4.5,5.0,6.0,54,46,4.0,2.0,9.0,3.0,7.0,23.0,82.0,11.0,16.0,17.0,4.0,0.0,0.0,3.0,2.0,6.0,1.0,2.0,15.0,74.0,16.0,14.0,16.0,0.0,0.0,1.0,1,1,1,1,2020,64,5
28664,REAL MADRID,REAL BETIS,0-0,0-0,3.3,6.0,6.0,58,42,7.0,5.0,17.0,5.0,8.0,16.0,89.0,11.0,13.0,17.0,1.0,0.0,0.0,4.0,2.0,6.0,0.0,2.0,19.0,84.0,13.0,23.0,13.0,2.0,0.0,0.0,0,0,0,0,2020,64,5
28665,HUESCA,GETAFE,0-2,0-1,3.3,5.0,6.0,69,31,7.0,1.0,8.0,1.0,1.0,22.0,83.0,24.0,8.0,16.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,23.0,62.0,22.0,23.0,22.0,4.0,0.0,0.0,0,2,2,0,2020,64,5
28666,VILLARREAL,BARCELONA,1-2,1-2,6.3,5.0,6.0,44,56,5.0,4.0,10.0,1.0,6.0,17.0,83.0,4.0,6.0,16.0,2.0,0.0,1.0,6.0,5.0,15.0,4.0,1.0,13.0,89.0,12.0,11.0,10.0,3.0,0.0,0.0,1,2,2,1,2020,64,5
28667,SEVILLA FC,GRANADA,2-1,1-0,5.3,6.0,5.0,64,36,5.0,4.0,10.0,1.0,5.0,33.0,82.0,32.0,11.0,11.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,5.0,24.0,68.0,17.0,8.0,14.0,3.0,0.0,0.0,2,1,1,2,2020,64,5
28668,CELTA,OSASUNA,2-1,1-0,5.1,6.0,5.0,49,51,2.0,2.0,7.0,3.0,2.0,25.0,68.0,28.0,28.0,13.0,1.0,0.0,0.0,6.0,3.0,12.0,3.0,8.0,38.0,66.0,37.0,8.0,12.0,4.0,0.0,0.0,2,1,1,2,2020,64,5
28669,ATHLETIC,ATLETICO MADRID,2-1,1-0,6.1,6.0,6.0,38,62,5.0,3.0,11.0,3.0,4.0,20.0,77.0,16.0,33.0,20.0,4.0,0.0,0.0,8.0,3.0,14.0,3.0,11.0,21.0,86.0,13.0,13.0,7.0,2.0,0.0,0.0,2,1,1,2,2020,64,5
28670,EIBAR,REAL SOCIEDAD,0-1,0-1,3.1,5.0,6.0,54,46,2.0,5.0,14.0,7.0,2.0,29.0,76.0,29.0,6.0,8.0,5.0,0.0,0.0,1.0,2.0,5.0,2.0,3.0,26.0,71.0,18.0,19.0,20.0,1.0,0.0,0.0,0,1,1,0,2020,64,5
28671,OSASUNA,ELCHE,2-0,1-0,3.7,6.0,5.0,48,52,6.0,3.0,9.0,0.0,4.0,17.0,77.0,24.0,19.0,14.0,2.0,0.0,0.0,3.0,2.0,8.0,3.0,5.0,20.0,81.0,13.0,15.0,15.0,1.0,0.0,0.0,2,0,0,2,2020,64,5
28672,REAL SOCIEDAD,SEVILLA FC,1-2,1-2,6.0,5.0,6.0,49,51,1.0,2.0,5.0,2.0,7.0,18.0,77.0,18.0,15.0,20.0,3.0,0.0,0.0,6.0,7.0,15.0,2.0,3.0,22.0,80.0,17.0,22.0,15.0,2.0,0.0,0.0,1,2,2,1,2020,64,5
28673,ATLETICO MADRID,EIBAR,5-0,2-0,5.0,8.0,4.0,61,39,3.0,7.0,10.0,0.0,8.0,22.0,87.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,76.0,15.0,9.0,10.0,1.0,0.0,0.0,5,0,0,5,2020,64,5
28674,ALAVÉS,HUESCA,1-0,0-0,3.6,6.0,5.0,51,49,5.0,2.0,10.0,3.0,7.0,20.0,83.0,13.0,18.0,15.0,1.0,0.0,0.0,6.0,1.0,9.0,2.0,3.0,25.0,81.0,13.0,19.0,13.0,2.0,0.0,0.0,1,0,0,1,2020,64,5
28675,CÁDIZ CF,CELTA,0-0,0-0,2.6,6.0,6.0,23,77,3.0,2.0,5.0,0.0,4.0,20.0,61.0,16.0,24.0,6.0,0.0,0.0,0.0,7.0,4.0,11.0,0.0,7.0,21.0,89.0,15.0,17.0,13.0,1.0,0.0,0.0,0,0,0,0,2020,64,5
28676,REAL BETIS,VALENCIA,2-2,2-1,7.0,6.0,6.0,56,44,3.0,5.0,9.0,1.0,6.0,19.0,86.0,5.0,13.0,12.0,3.0,0.0,0.0,4.0,3.0,9.0,2.0,3.0,16.0,84.0,9.0,14.0,10.0,1.0,0.0,0.0,2,2,2,2,2020,64,5
28677,LEVANTE,VILLARREAL,1-5,1-2,6.1,4.0,8.0,44,56,9.0,3.0,12.0,0.0,4.0,12.0,84.0,4.0,11.0,9.0,2.0,0.0,0.0,4.0,7.0,14.0,3.0,5.0,15.0,87.0,8.0,9.0,7.0,1.0,0.0,0.0,1,5,5,1,2020,64,5
28678,GETAFE,REAL MADRID,0-0,0-0,3.3,6.0,6.0,41,59,8.0,6.0,19.0,5.0,6.0,21.0,73.0,20.0,12.0,17.0,3.0,0.0,0.0,5.0,2.0,10.0,3.0,6.0,23.0,83.0,22.0,23.0,8.0,1.0,0.0,0.0,0,0,0,0,2020,64,5
28679,ATHLETIC,VALLADOLID,2-2,1-0,7.4,6.0,6.0,51,49,5.0,7.0,13.0,1.0,5.0,32.0,79.0,22.0,28.0,8.0,1.0,0.0,0.0,6.0,4.0,14.0,4.0,7.0,19.0,79.0,22.0,29.0,13.0,1.0,0.0,0.0,2,2,2,2,2020,64,5
28680,BARCELONA,GRANADA,1-2,1-0,5.2,6.0,6.0,82,18,4.0,4.0,16.0,8.0,6.0,18.0,91.0,14.0,2.0,10.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,9.0,64.0,10.0,21.0,22.0,4.0,0.0,0.0,1,2,2,1,2020,64,5
28681,CELTA,LEVANTE,2-0,0-0,3.8,6.0,5.0,54,46,3.0,5.0,8.0,0.0,1.0,30.0,76.0,9.0,17.0,12.0,2.0,0.0,0.0,6.0,2.0,10.0,2.0,5.0,33.0,72.0,17.0,16.0,13.0,2.0,0.0,0.0,2,0,0,2,2020,64,5
28682,EIBAR,ALAVÉS,3-0,1-0,4.5,7.0,5.0,44,56,5.0,4.0,15.0,6.0,10.0,26.0,63.0,30.0,14.0,12.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,5.0,27.0,71.0,31.0,29.0,12.0,2.0,0.0,0.0,3,0,0,3,2020,64,5
28683,ELCHE,ATLETICO MADRID,0-1,0-1,3.2,5.0,6.0,51,49,4.0,1.0,6.0,1.0,3.0,19.0,83.0,8.0,10.0,20.0,3.0,0.0,0.0,3.0,4.0,11.0,4.0,2.0,20.0,82.0,12.0,9.0,16.0,3.0,0.0,0.0,0,1,1,0,2020,64,5
